No,CATEGORY,shortDesc,description,finish,featured,fallback_image,SKU,Name,Dimensions,Weight,Stock,ImageUrl
1,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.449.24,GIANT DINING TABLE ROUND,230 Cm + 137 Cm + 7 Cm,357,0,https://drive.google.com/uc?export=view&id=1IIvZSS0N9rR2TApyMJsUu4FiMIh2Cx9m
2,Furniture,,,Semi-Gloss Polish,FALSE,,461.24,GIANT DINING TABLE ROUND,236 Cm + 138 Cm + 6 Cm,350,0,https://drive.google.com/uc?export=view&id=1ZT4If37SH50E0gD4jfEy3OmQfNnmaGyH
3,Living Room,,,Semi-Gloss Polish,FALSE,,SBTP.218.24,ROUND COFFEE TABLE,96 Cm + 67 Cm + 6 Cm,70,1,https://drive.google.com/uc?export=view&id=1RVHa0LiaiVdtVKORCum9cco35WFcRNnv
4,Furniture,,,Semi-Gloss Polish,FALSE,,BTP.196.23,STOOL TOP POLISH,33 Cm + 28 Cm + 50 Cm,83,0,https://drive.google.com/uc?export=view&id=1Cg5S9ZijUGIYLz6_XUMWzm-dBV65GtiB
5,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.220.24,ROUND COFFEE TABLE,98 Cm + 70 Cm + 6 Cm,69,0,https://drive.google.com/uc?export=view&id=1IQTIrfAq5-pPdSuuduqf2cz6X4oH8rLE
6,Furniture,,,Semi-Gloss Polish,FALSE,,BTP.259.24,STOOL TOP POLISH,36 Cm + 32 Cm + 45 Cm,109,0,https://drive.google.com/uc?export=view&id=1bJN-p5-kRAzbedbyaMtcMfNsw9QT2ZaB
7,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.038.24,STOOL FULL POLISH,40 Cm + 33 Cm + 45 Cm,76,0,https://drive.google.com/uc?export=view&id=10iWqg5zW5UY5DH6WGj4hZwToa6RLN0-l
8,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.990.24,STOOL FULL POLISH,39 Cm + 25 Cm + 45 Cm,85,0,https://drive.google.com/uc?export=view&id=1HzWAkZSEq0I_A_RXi9cNNDbiJU8nlGoV
9,Seater,,,Semi-Gloss Polish,FALSE,,BFP.1006.24,STOOL FULL POLISH,38 Cm + 24 Cm + 40 Cm,61,1,https://drive.google.com/uc?export=view&id=1PVUUbR1qWInLLVEr8tSereFbhpPJg37m
10,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.212.24,ROUND COFFEE TABLE,140 Cm + 113 Cm + 6.5 Cm,183,0,https://drive.google.com/uc?export=view&id=1Kn61R8BsFqUeUFdypcNbH5GPqUntobFM
11,Seater,,,Semi-Gloss Polish,FALSE,,BFP.690.24,STOOL FULL POLISH,40 Cm + 23 Cm + 40 Cm,59,1,https://drive.google.com/uc?export=view&id=1JhZiF12Co08vYA8KjGAxIR9q1MeLbUGk
12,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1096.24,STOOL FULL POLISH,34 Cm + 23 Cm + 40 Cm,46,0,https://drive.google.com/uc?export=view&id=1t6TLgSGPQJa3S3ziEhP8mHZ9DzP8MACo
13,Furniture,,,Semi-Gloss Polish,FALSE,,BTP.274.24,STOOL TOP POLISH,41 Cm + 34 Cm + 45 Cm,116,0,https://drive.google.com/uc?export=view&id=15nMaf_vIKn9zsVzmZZnWMBUQhJbi2Pci
14,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1451.22,STOOL FULL POLISH,48 Cm + 40 Cm + 42 Cm,138,0,https://drive.google.com/uc?export=view&id=1u-Ld6bJk4d9k9tub_Qo03L_TdoSolrHt
15,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1838.22,STOOL FULL POLISH,37 Cm + 32 Cm + 45 Cm,70,0,https://drive.google.com/uc?export=view&id=1OLS8gl9Mv7HDr1Tpd81PU9DAQo5AJN0r
16,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.989.23,STOOL FULL POLISH,33 Cm + 32 Cm + 40 Cm,81,0,https://drive.google.com/uc?export=view&id=1hyMH8y9LWi3hOI4p_E6j9aesZvcdMb8w
17,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.497.24,STOOL FULL POLISH,33 Cm + 29 Cm + 42 Cm,74,0,https://drive.google.com/uc?export=view&id=1Av1yIM7qQl8YVcF-FwO-mshHmWqcKL1A
18,Furniture,,,Semi-Gloss Polish,FALSE,,SBTPN.001,ROUND COFFEE TABLE,139 Cm + 98 Cm + 6 Cm,160,0,https://drive.google.com/uc?export=view&id=1Y0ibnIs3pq01Y0dLAjy-UUCZvDdMCYik
19,Furniture,,,Semi-Gloss Polish,FALSE,,BFPN.001,STOOL FULL POLISH,44 Cm + 32 Cm + 42 Cm,78,0,https://drive.google.com/uc?export=view&id=1Y26-4RbyuXy27z1x99pajLDvziWifejn
20,Furniture,,,Semi-Gloss Polish,FALSE,,SBTPN.002,ROUND COFFEE TABLE,136 Cm + 90 Cm + 6 Cm,140,0,https://drive.google.com/uc?export=view&id=1tUfCX6hE6274368YWXukr6qySMACmplm
21,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1891.22,STOOL FULL POLISH,33 Cm + 30 Cm + 45 Cm,88,0,https://drive.google.com/uc?export=view&id=1V2aYkWlr-ZOAXbnOpOZCB-m9NQTZ5oSI
22,Living Room,,,Semi-Gloss Polish,FALSE,,SBTP.160.24,ROUND COFFEE TABLE,122 Cm + 89 Cm + 6 Cm,112,1,https://drive.google.com/uc?export=view&id=1JNEKFx-k14d3SGb-9NMBaYUHoJg0nY7n
23,Furniture,,,Semi-Gloss Polish,FALSE,,BTP.273.24,STOOL TOP POLISH,36 Cm + 30 Cm + 45 Cm,95,0,https://drive.google.com/uc?export=view&id=1VuB7xOMzYVommU6s8yerBX3Vl-C5NfFu
24,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.172.24,ROUND COFFEE TABLE,121 Cm + 86 Cm + 6 Cm,108,0,https://drive.google.com/uc?export=view&id=1I7YXgPvfo4J46vfTbrEpKsIy75NalFNi
25,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1834.22,STOOL FULL POLISH,37 Cm + 30 Cm + 45 Cm,100,0,https://drive.google.com/uc?export=view&id=1kT-qo3wTue3lpWhSu0qlolr728X7nXhh
26,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.168.24,ROUND COFFEE TABLE,121 Cm + 87 Cm + 6.5 Cm,109,0,https://drive.google.com/uc?export=view&id=1Rypt6lRM-XXhNAORwLIT9IDZGJf_v1Yr
27,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.157.24,ROUND COFFEE TABLE,120 Cm + 86 Cm + 6 Cm,101,0,https://drive.google.com/uc?export=view&id=1Vkj0OHdkX8dHYDSClzQGkNHMofJGzZJX
28,Seater,,,Semi-Gloss Polish,FALSE,,BTP.189.24,STOOL TOP POLISH,39 Cm + 30 Cm + 40 Cm,104,1,https://drive.google.com/uc?export=view&id=1nRPGmX1ijf7faqOZv6zs87MBC57dOJnu
29,Dining Room,,,Semi-Gloss Polish,FALSE,,SBTP.1216.22,ROUND DINING TABLE,174 Cm + 128 Cm + 6 Cm,243,1,https://drive.google.com/uc?export=view&id=1iZudGCbi4PWxgW_4WAcGOes1Ekny0EBj
30,Dining Room,,,Semi-Gloss Polish,FALSE,,SBTP.1219.22,ROUND DINING TABLE,171 Cm + 131 Cm + 6 Cm,233,1,
31,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1848.22,STOOL FULL POLISH,37 Cm + 35 Cm + 45 Cm,79,0,https://drive.google.com/uc?export=view&id=1ajNUnJPHrNIemqo2s9PR0TtXmq7O95nM
32,Dining Room,,,Semi-Gloss Polish,FALSE,,SBTP.1222.22,ROUND DINING TABLE,174 Cm + 129 Cm + 4.5 Cm,184,1,
33,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.1300.22,ROUND COFFEE TABLE,125 Cm + 76 Cm + 6 Cm,109,0,https://drive.google.com/uc?export=view&id=13u2JxVO_PI0ODIjHSI5ggpM12IWy1jmh
34,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.976.24,STOOL FULL POLISH,33 Cm + 27 Cm + 45 Cm,72,0,https://drive.google.com/uc?export=view&id=1M8UxO8QYk6XB4yPFgp5YZOtKeA80gjV6
35,Living Room,,,Semi-Gloss Polish,FALSE,,SBTP.1306.22,ROUND COFFEE TABLE,120 Cm + 76 Cm + 6 Cm,100,1,
36,Living Room,,,Semi-Gloss Polish,FALSE,,SBTP.1298.22,ROUND COFFEE TABLE,126 Cm + 74 Cm + 7 Cm,120,1,https://drive.google.com/uc?export=view&id=16IIex0yHaUcmqThMx9wkGCYfbSbkaCD4
37,Furniture,,,Semi-Gloss Polish,FALSE,,BFPN.002,STOOL FULL POLISH,36 Cm + 31 Cm + 50 Cm,120,0,
38,Living Room,,,Semi-Gloss Polish,FALSE,,SBTP.1305.22,ROUND COFFEE TABLE,123 Cm + 76 Cm + 6 Cm,101,1,
39,Furniture,,,Semi-Gloss Polish,FALSE,,BFPN.003,STOOL FULL POLISH,30 Cm + 30 Cm + 40 Cm,65,0,https://drive.google.com/uc?export=view&id=1NLG3DXJf2iwbKCH__ZrrtYkL_xYsT1dH
40,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1002.23,STOOL FULL POLISH,35 Cm + 32 Cm + 40 Cm,73,0,https://drive.google.com/uc?export=view&id=1_kj-j4KyGrLMKG-iGUDdAFpeCOxTPMra
41,Living Room,,,Semi-Gloss Polish,FALSE,,SBTPT.21.23,EAST COFFEE TABLE,110 Cm + 59 Cm + 7 Cm,81,1,https://drive.google.com/uc?export=view&id=1NCucNXTsnTIOOhySVhZemy-TCNythiuD
42,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.824.24,STOOL FULL POLISH,33 Cm + 27 Cm + 41 Cm,66,0,https://drive.google.com/uc?export=view&id=1Jz4FfBZBzZf0P_knsyg10kUNTiogSIWO
43,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.T.8.23,STOOL FULL POLISH,38 Cm + 34 Cm + 43 Cm,109,0,https://drive.google.com/uc?export=view&id=1lORkpT8NsE0_GQxkyM0rM_uTA5hKFDt-
44,Living Room,,,Semi-Gloss Polish,FALSE,,SBFPT.15.23,EAST COFFEE TABLE,98 Cm + 62 Cm + 6.5 Cm,71,1,
45,Living Room,,,Semi-Gloss Polish,FALSE,,SBFPT.20.23,EAST COFFEE TABLE,111 Cm + 60 Cm + 6.5 Cm,80,1,
46,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1832.22,STOOL FULL POLISH,35 Cm + 30 Cm + 45 Cm,104,0,https://drive.google.com/uc?export=view&id=1cx4gkRRIXNd99jfJpYzOCrvixUUgsRWO
47,Living Room,,,Semi-Gloss Polish,FALSE,,SBFPT.23.23,EAST COFFEE TABLE,97 Cm + 63 Cm + 8 Cm,81,1,
48,Living Room,,,Semi-Gloss Polish,FALSE,,24.23,EAST COFFEE TABLE,98 Cm + 62 Cm + 6 Cm,71,1,https://drive.google.com/uc?export=view&id=1KxnczRft7yxEegh_UbG6I1MQj7skzDCT
49,Living Room,,,Semi-Gloss Polish,FALSE,,SBFPT.25.23,EAST COFFEE TABLE,111 Cm + 70 Cm + 6 Cm,62,1,
50,Furniture,,,Semi-Gloss Polish,FALSE,,BFPN.004,STOOL FULL POLISH,42 Cm + 32 Cm + 40 Cm,102,0,https://drive.google.com/uc?export=view&id=1BeQOlC2iedFgCvLC-8llb1F4H-4zyTGR
51,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1483.23,STOOL FULL POLISH,43 Cm + 27 Cm + 40 Cm,79,1,https://drive.google.com/uc?export=view&id=1RlGI9pJn3bIaQBxBNh-CbZrA068XFG3n
52,Furniture,,,Semi-Gloss Polish,FALSE,,1186.22,ROUND COFFEE TABLE,95 Cm + 78 Cm + 6 Cm,91,0,https://drive.google.com/uc?export=view&id=1vYQnC_MdJq37aTUq31SRWuPVhij5gpMF
53,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1607.23,STOOL FULL POLISH,39 Cm + 32 Cm + 40 Cm,87,0,https://drive.google.com/uc?export=view&id=133E3ZN1weGINN7ELISW7g07jSWoFylxX
54,Seater,,,Semi-Gloss Polish,FALSE,,BFP.559.24,STOOL FULL POLISH,32 Cm + 27 Cm + 40 Cm,63,1,https://drive.google.com/uc?export=view&id=1Q1pFQEzK1NQmKCx2ZbAwM-jOeyi7PDWM
55,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.667.24,STOOL FULL POLISH,36 Cm + 26 Cm + 40 Cm,63,0,https://drive.google.com/uc?export=view&id=1Uhc5zAtAZesEq4lmfREY_n3F5IUGq-6u
56,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1608.23,STOOL FULL POLISH,37 Cm + 32 Cm + 40 Cm,86,1,https://drive.google.com/uc?export=view&id=1ptMyJNgIgIlPGGN8LIzf4VHqL977fc5v
57,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1806.22,STOOL FULL POLISH,40 Cm + 37 Cm + 45 Cm,115,0,https://drive.google.com/uc?export=view&id=1S874KOg-NDXtUIFy2s2rIpHrVXGBlyP2
58,Living Room,,,Semi-Gloss Polish,FALSE,,SBTPTN.001,EAST COFFEE TABLE,120 Cm + 84 Cm + 6 Cm,130,1,https://drive.google.com/uc?export=view&id=1iGWp2OFydpdRaIw_aWDYxbcJcuO-0Amf
59,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1877.22,STOOL FULL POLISH,35 Cm + 32 Cm + 45 Cm,90,0,https://drive.google.com/uc?export=view&id=17sVAh4jISjjOt7fBO78c4wp1fqJiy_K8
60,Living Room,,,Semi-Gloss Polish,FALSE,,SBTP.1262.22,ROUND COFFEE TABLE,85 Cm + 81 Cm + 5.5 Cm,67,1,https://drive.google.com/uc?export=view&id=1eEQRvl7wIrsH-W3Yjd9uD56j-2Iz7svS
61,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.641.24,STOOL FULL POLISH,43 Cm + 34 Cm + 45 Cm,118,0,https://drive.google.com/uc?export=view&id=1UXNL0W8XfkMeajIvvbHqRTdPiQa3s3EE
62,Furniture,,,Semi-Gloss Polish,FALSE,,1266.22,ROUND COFFEE TABLE,86 Cm + 75 Cm + 5 Cm,62,0,https://drive.google.com/uc?export=view&id=1b3p40WHbZR4Df9suQ9EI6qhIIXoGfqpF
63,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1706.22,STOOL FULL POLISH,41 Cm + 35 Cm + 45 Cm,136,0,https://drive.google.com/uc?export=view&id=1No6yk6T90Rgy1AQnfSpMW4AoA3PSK5t2
64,Furniture,,,Semi-Gloss Polish,FALSE,,BTP.241.24,STOOL TOP POLISH,35 Cm + 35 Cm + 64 Cm,110,1,https://drive.google.com/uc?export=view&id=1woYx2tNUAJ6_jy7DUkyqcyoSO1MxEdE5
65,Seater,,,Semi-Gloss Polish,FALSE,,BTP.434.22,STOOL TOP POLISH,49 Cm + 37 Cm + 40 Cm,119,1,https://drive.google.com/uc?export=view&id=10v1AO31-YMjCC6BnNXqMDe3RjB50rsMO
66,Furniture,,,Semi-Gloss Polish,FALSE,,BTP.203.23,STOOL TOP POLISH,39 Cm + 28 Cm + 43 Cm,80,0,https://drive.google.com/uc?export=view&id=1g_kRjCwIUuIKD9vyRmyRlShJcvVSaH8A
67,Seater,,,Semi-Gloss Polish,FALSE,,BFP.622.24,STOOL FULL POLISH,39 Cm + 22 Cm + 67 Cm,91,1,https://drive.google.com/uc?export=view&id=1zKbujDlv6Xu3HO3Ql55NDS98B0hkp_jn
68,Living Room,,,Semi-Gloss Polish,FALSE,,SBTPN.003,ROUND COFFEE TABLE,95 Cm + 86 Cm + 6 Cm,80,1,https://drive.google.com/uc?export=view&id=1dzPfaG8eKh_IwZzLgGTFn7EUN7jwdCd6
69,Living Room,,,Semi-Gloss Polish,FALSE,,SBTPN.004,ROUND COFFEE TABLE,96 Cm + 80 Cm + 6 Cm,80,1,https://drive.google.com/uc?export=view&id=13vkcWC2ceEHxv79BzOa60zEEk7LvlYds
70,Living Room,,,Semi-Gloss Polish,FALSE,,SBTPN.005,ROUND COFFEE TABLE,90 Cm + 80 Cm + 6 Cm,80,1,https://drive.google.com/uc?export=view&id=1dvxVyZYVFBn7VhqCs0j_NxU6OpsgzGDK
71,Furniture,,,Semi-Gloss Polish,FALSE,,BTPN.001,STOOL TOP POLISH,36 Cm + 35 Cm + 40 Cm,86,0,https://drive.google.com/uc?export=view&id=1efEzAEbsObC4qUKeAzPTUa6sZWURKLBw
72,Living Room,,,Semi-Gloss Polish,FALSE,,SBTPN.006,ROUND COFFEE TABLE,90 Cm + 82 Cm + 7 Cm,80,1,https://drive.google.com/uc?export=view&id=1SIz4fXCxzVtGx-Wxcs22pfINcni9rSCB
73,Seater,,,Semi-Gloss Polish,FALSE,,BTPN.002,STOOL TOP POLISH,40 Cm + 31 Cm + 45 Cm,92,1,https://drive.google.com/uc?export=view&id=1KmcTnfcwkprLFgpT7gkwtAuf3_AZu3dD
74,Living Room,,,Semi-Gloss Polish,FALSE,,SBTPN.007,ROUND COFFEE TABLE,90 Cm + 83 Cm + 6 Cm,80,1,https://drive.google.com/uc?export=view&id=1wZZ_PBQye1sO2b7oakcyY8dOZoVrzMNx
75,Furniture,,,Semi-Gloss Polish,FALSE,,BTPN.003,STOOL TOP POLISH,30 Cm + 29 Cm + 45 Cm,59,0,https://drive.google.com/uc?export=view&id=1UZHl72FdQ-0nTc146Rsa8QGtoYB9siM0
76,Seater,,,Semi-Gloss Polish,FALSE,,BTPN.004,STOOL TOP POLISH,34 Cm + 30 Cm + 50 Cm,80,1,https://drive.google.com/uc?export=view&id=18mVkQMNTkXa83KZvGgrsvpOJu5VzUyOz
77,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.1105.22,ROUND COFFEE TABLE,104 Cm + 60 Cm + 6 Cm,67,0,https://drive.google.com/uc?export=view&id=1yWHBkCMMn1UVG3dBfkYGzItNXJWlQvwF
78,Living Room,,,Semi-Gloss Polish,FALSE,,SBTP.1108.22,ROUND COFFEE TABLE,113 Cm + 60 Cm + 6 Cm,72,1,
79,Living Room,,,Semi-Gloss Polish,FALSE,,SBTP.1109.22,ROUND COFFEE TABLE,95 Cm + 60 Cm + 6 Cm,68,1,
80,Seater,,,Semi-Gloss Polish,FALSE,,BFPN.005,STOOL FULL POLISH,49 Cm + 45 Cm + 55 Cm,180,1,https://drive.google.com/uc?export=view&id=1CuzhuXRWa0_ZaXvBvksYC8ws3exaNoHw
81,Living Room,,,Semi-Gloss Polish,FALSE,,SBTPN.008,ROUND COFFEE TABLE,91 Cm + 63 Cm + 6 Cm,67,1,https://drive.google.com/uc?export=view&id=1Va4oXQ7LJpjnuG4VmDCtb_igQGJVUXi0
82,Seater,,,Semi-Gloss Polish,FALSE,,BTPN.28.23,STOOL TOP POLISH,53 Cm + 38 Cm + 46 Cm,140,1,https://drive.google.com/uc?export=view&id=1DtKPX72shi4LkBrXR32rUbR2V06IeLna
83,Furniture,,,Semi-Gloss Polish,FALSE,,BTPN.005,STOOL TOP POLISH,62 Cm + 62 Cm + 44 Cm,250,0,https://drive.google.com/uc?export=view&id=1Y-ZPnDYXYVd5DfQo_39ct0fz_9pzDoLK
84,Living Room,,,Semi-Gloss Polish,FALSE,,SBTP.1107.22,ROUND COFFEE TABLE,90 Cm + 59 Cm + 6 Cm,65,1,
85,Living Room,,,Semi-Gloss Polish,FALSE,,SBTP.1158.22,ROUND COFFEE TABLE,96 Cm + 65 Cm + 6 Cm,72,1,
86,Seater,,,Semi-Gloss Polish,FALSE,,BTPN.006,STOOL TOP POLISH,52 Cm + 30 Cm + 40 Cm,115,1,https://drive.google.com/uc?export=view&id=1m4WcGYsp8gG773jtVSmPVYXFfI81ARKi
87,Furniture,,,Semi-Gloss Polish,FALSE,,BTPN.007,STOOL TOP POLISH,35 Cm + 34 Cm + 43 Cm,75,0,https://drive.google.com/uc?export=view&id=1emH_FSVCZy187tNZpKVhsa8dCtn1zSfb
88,Seater,,,Semi-Gloss Polish,FALSE,,BTPN.008,STOOL TOP POLISH,36 Cm + 28 Cm + 40 Cm,65,1,https://drive.google.com/uc?export=view&id=1k3WkwjpIVR8jswihMfMhiJBJZ17uJUtb
89,Furniture,,,Semi-Gloss Polish,FALSE,,BTPN.009,STOOL TOP POLISH,45 Cm + 29 Cm + 42 Cm,82,0,https://drive.google.com/uc?export=view&id=1KP3oYjdWEkLKDWhLR8neTUt9VSeyBpLI
90,Furniture,,,Semi-Gloss Polish,FALSE,,BTPN.010,STOOL TOP POLISH,43 Cm + 38 Cm + 40 Cm,80,0,https://drive.google.com/uc?export=view&id=1GL7ZNdLB9WwB9XdQepWH4KdrzLJuCO7i
91,Seater,,,Semi-Gloss Polish,FALSE,,BTP.82.24,STOOL TOP POLISH,37 Cm + 30 Cm + 40 Cm,96,1,https://drive.google.com/uc?export=view&id=1kCmu53uD9y5FOJupfI8Iq7uefoeCVkQW
92,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.2290.23,ROUND COFFEE TABLE,72 Cm + 68 Cm + 5 Cm,43,1,https://drive.google.com/uc?export=view&id=1uK_zi7L2rFQWZKGBjlNNS8QjN_UXqCm1
93,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.2288.23,ROUND COFFEE TABLE,77 Cm + 64 Cm + 5.5 Cm,45,1,https://drive.google.com/uc?export=view&id=1wJgr6qq2dCQL_O2jVn3beBjFkrMQQvm7
94,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.2293.23,ROUND COFFEE TABLE,78 Cm + 76 Cm + 5.5 Cm,50,1,https://drive.google.com/uc?export=view&id=1rhPKTI08xm-csZlB-ZCGgjoBqZuI2PxO
95,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.2283.23,ROUND COFFEE TABLE,79 Cm + 76 Cm + 5 Cm,48,1,https://drive.google.com/uc?export=view&id=1BHvLu7-XdT7q0-Et5QKAZ8GVGutZus3H
96,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.2284.23,ROUND COFFEE TABLE,77 Cm + 66 Cm + 5 Cm,46,1,https://drive.google.com/uc?export=view&id=1PuNymE5TEwRgajKVrgrrLg5lnjpVyDGP
97,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.2285.23,ROUND COFFEE TABLE,77 Cm + 76 Cm + 5 Cm,49,1,https://drive.google.com/uc?export=view&id=1BZ50zgE4rvYkRlV0CbVzf43k7C0l8qfO
98,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.2286.23,ROUND COFFEE TABLE,85 Cm + 72 Cm + 5 Cm,48,1,https://drive.google.com/uc?export=view&id=1FzJRV6sK_WvawdARZr_VM2AEvdLEmTLm
99,Furniture,,,Semi-Gloss Polish,FALSE,,CFFPT.3.23,EAST COFFEE TABLE,66 Cm + 50 Cm + 4.5 Cm,29,0,https://drive.google.com/uc?export=view&id=1WV92jnhCo8XBEOATGUzwWKSp07eh-CEF
100,Living Room,,,Semi-Gloss Polish,FALSE,,CFFPT.23.23,EAST COFFEE TABLE,66 Cm + 51 Cm + 4 Cm,28,1,https://drive.google.com/uc?export=view&id=11N_KvG0ORktYrGFUP3yfgj-VX9FtoCbP
101,Living Room,,,Semi-Gloss Polish,FALSE,,CFFPT.30.23,EAST COFFEE TABLE,68 Cm + 50 Cm + 5.5 Cm,28,1,https://drive.google.com/uc?export=view&id=1sF8cWd1DBY6zZLewajxI_c2U6Kc4-bnC
102,Furniture,,,Semi-Gloss Polish,FALSE,,CFFPT.7.23,EAST COFFEE TABLE,64 Cm + 57 Cm + 4 Cm,24,0,https://drive.google.com/uc?export=view&id=1GkdnfilfaZf6ra-Ner6j4cChKg1xqRId
103,Furniture,,,Semi-Gloss Polish,FALSE,,CFFPT.8.22,EAST COFFEE TABLE,67 Cm + 52 Cm + 6 Cm,35,0,https://drive.google.com/uc?export=view&id=1Xbgxtq5d9dzZqdbwg2-B_D0f0P0ZpfGs
104,Living Room,,,Semi-Gloss Polish,FALSE,,CFFPT.625.24,EAST COFFEE TABLE,80 Cm + 49 Cm + 4 Cm,34,1,https://drive.google.com/uc?export=view&id=1qCccS239hcoUsBF1vzWewI9v2eWjfr1_
105,Living Room,,,Semi-Gloss Polish,FALSE,,CFFPT.646.24,EAST COFFEE TABLE,76 Cm + 48 Cm + 4 Cm,27,1,https://drive.google.com/uc?export=view&id=1v8WOq0FvsTGd16-Cn1JE5e85O6-TyTNg
106,Living Room,,,Semi-Gloss Polish,FALSE,,CFFPT.622.24,EAST COFFEE TABLE,77 Cm + 48 Cm + 4 Cm,36,1,https://drive.google.com/uc?export=view&id=13mT4E_Tu0TLc_AI7uegEE4872xr4oyvQ
107,Living Room,,,Semi-Gloss Polish,FALSE,,CFFPT.649.24,EAST COFFEE TABLE,77 Cm + 49 Cm + 4.5 Cm,34,1,https://drive.google.com/uc?export=view&id=1bIfh34jgxIzA5rBpC6CC_Gu-ZxPM2rRQ
108,Furniture,,,Semi-Gloss Polish,FALSE,,CFFPT.628.24,EAST COFFEE TABLE,76 Cm + 49 Cm + 5 Cm,31,0,https://drive.google.com/uc?export=view&id=1r9h6AvuQy7egeDLfA9M7tFQbihH-pE-L
109,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.1156.23,ROUND DINING TABLE,180 Cm + 147 Cm + 6 Cm,278,0,https://drive.google.com/uc?export=view&id=1Nms-5LS56q9ATkftVO02emRIX1VqMvue
110,Furniture,,,Semi-Gloss Polish,FALSE,,SBTP.911.23,ROUND DINING TABLE,165 Cm + 145 Cm + 6.5 Cm,307,0,https://drive.google.com/uc?export=view&id=1YZs8d7--oVRPxNkujOrPPXP14242lKr9
111,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.245.23,ROUND COFFEE TABLE,70 Cm + 65 Cm + 4.5 Cm,28,0,https://drive.google.com/uc?export=view&id=1LXRFr86XPf1wByPdoIhNBoLBiPi3U23n
112,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.001,SLICE SIDE TABLE,46 Cm + 36 Cm + 4 Cm,10,1,https://drive.google.com/uc?export=view&id=1n2rLtfuKE_w0nPdu_tiCnCr3lfmqIoKN
113,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.002,SLICE SIDE TABLE,45 Cm + 35 Cm + 4 Cm,12,1,https://drive.google.com/uc?export=view&id=1oREPn_uFfux7QmmQTUXW12LioK91_Z7T
114,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1303.24,STOOL FULL POLISH,35 Cm + 34 Cm + 40 Cm,88,0,https://drive.google.com/uc?export=view&id=1syamI2pe_LZ3i94rhlsJ_dll8T4hEMqm
115,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1331.24,STOOL FULL POLISH,30 Cm + 29 Cm + 40 Cm,65,0,https://drive.google.com/uc?export=view&id=1fLy5TIJhs-SnSLOylwCIF77eyL1P9AkS
116,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.553.24,SLICE COFFEE TABLE,53 Cm + 39 Cm + 4 Cm,14,0,https://drive.google.com/uc?export=view&id=1j8vweSYChr4Tu6AZvftAgc1qryTL-NCF
117,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1873.22,STOOL FULL POLISH,39 Cm + 27 Cm + 42 Cm,100,0,https://drive.google.com/uc?export=view&id=1ybfNs1dAdHEOUl9f3CPofMIf0yytH7nw
118,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1054.24,STOOL FULL POLISH,32 Cm + 31 Cm + 40 Cm,69,0,https://drive.google.com/uc?export=view&id=1Cxn7aIbydqeQ2U48kylSV5qS95FTWYJA
