No,CATEGORY,shortDesc,description,finish,featured,fallback_image,SKU,Name,Dimensions,Weight,Stock,ImageUrl
839,Bathub,,,Semi-Gloss Polish,FALSE,,WST.4.25,PEDESTAL SINK,46 Cm + 32 Cm + 92 Cm,188,0,https://drive.google.com/uc?export=view&id=1q5M9gAtVcrf_dP471yqyqDjr21B7EM_w
840,Bathub,,,Semi-Gloss Polish,FALSE,,WST.5.25,PEDESTAL SINK,52 Cm + 38 Cm + 91 Cm,286,0,https://drive.google.com/uc?export=view&id=1fnZHL4RgxUEyd8NmadUmP-Oz4HL5Tihw
841,Furniture,,,Semi-Gloss Polish,FALSE,,D.BMB.1.25,DECO BAMBOO,30 Cm + 15 Cm + 51 Cm,30,1,https://drive.google.com/uc?export=view&id=1BUOIM5teNU8_38C1HCD7wuuwcdXrN3x1
842,Furniture,,,Semi-Gloss Polish,FALSE,,DB.004,DECO BAMBOO,25 Cm + 25 Cm + 40 Cm,19,1,https://drive.google.com/uc?export=view&id=10Ih5GOKLx7i21Oyq3aQRtL4bVmrEk-Z6
843,Furniture,,,Semi-Gloss Polish,FALSE,,D.BMB.2.25,DECO BAMBOO,49 Cm + 30 Cm + 70 Cm,78,1,https://drive.google.com/uc?export=view&id=1b9rkOl6R8UlGwtdOMEK3aOu2ZKHXOQ7X
844,Furniture,,,Semi-Gloss Polish,FALSE,,BP.2.25,BENCH,169 Cm + 42 Cm + 53 Cm,303,1,https://drive.google.com/uc?export=view&id=1F1ocisaycnswKQ2sv1Igxa8d0RxUxXGx
845,Furniture,,,Semi-Gloss Polish,FALSE,,SLDC.007,BIG SLAB DECO,75 Cm + 34 Cm + 150 Cm,328,0,https://drive.google.com/uc?export=view&id=1iz3McjJNgZyz6CrKTB-9EEPpeJxUskOd
846,Furniture,,,Semi-Gloss Polish,FALSE,,SLDC.008,BIG SLAB DECO,77 Cm + 29 Cm + 163 Cm,326,0,https://drive.google.com/uc?export=view&id=1hXdbrnP9vaA7hkhGpV5y1XZ3y0T7K495
847,Furniture,,,Semi-Gloss Polish,FALSE,,SLDC.009,BIG SLAB DECO,76 Cm + 50 Cm + 158 Cm,367,0,https://drive.google.com/uc?export=view&id=1wf5AbZJzsYeDXsqSceg6aL2q1vxAs1Gs
848,Bathub,,,Semi-Gloss Polish,FALSE,,WSTTP.10.25,PALM SINK ,46 Cm + 42 Cm + 16 Cm,37,0,https://drive.google.com/uc?export=view&id=1eCSzoQ9tfW2DJJ1LKMwFvCoMgffAdNnQ
849,Bathub,,,Semi-Gloss Polish,FALSE,,WSTTP.11.25,PALM SINK ,52 Cm + 39 Cm + 15 Cm,25,0,https://drive.google.com/uc?export=view&id=1tdJ6eFmBeRLnp9xSks3Av2IfxIPjT2NS
850,Bathub,,,Semi-Gloss Polish,FALSE,,WSTTP.12.25,PALM SINK ,50 Cm + 39 Cm + 15 Cm,30,0,https://drive.google.com/uc?export=view&id=1LvGh_31tsEsQy3OZW3T8pbI327V6QVoA
851,Furniture,,,Semi-Gloss Polish,FALSE,,SLC.K.6.23 ,PALM COFFEE TABLE,50 Cm + 49 Cm + 3 Cm,13,0,https://drive.google.com/uc?export=view&id=1rPfJcOjNxx-VJ1i5sp2snIE7_28fEU8G
852,Furniture,,,Semi-Gloss Polish,FALSE,,SLC.K.7.23,PALM COFFEE TABLE,50 Cm + 49 Cm + 4 Cm,23,0,https://drive.google.com/uc?export=view&id=1G9pwTcS3CvNCHk3Viqfzwp_yk97PDv64
853,Furniture,,,Semi-Gloss Polish,FALSE,,SLC.K.8.23 ,PALM COFFEE TABLE,48 Cm + 47 Cm + 3 Cm,15,0,https://drive.google.com/uc?export=view&id=1Zrd83iuEXsPHodZ9ceHknwmRTOF9_1ja
854,Furniture,,,Semi-Gloss Polish,FALSE,,SF.1.24,1 SET SOFA ( 3 SEATER + 1 SEATER),200 Cm + 80 Cm + 85 Cm,50,0,https://drive.google.com/uc?export=view&id=1VC5NJrp-FgEGDA7YsMle98m19G1Hls8q
855,Furniture,,,Semi-Gloss Polish,FALSE,,SF.2.24,KURSI MAKAN #1,58 Cm + 58 Cm + 96 Cm,15,0,https://drive.google.com/uc?export=view&id=17IdzbwWerhy98CpF8SxEp_4BRFQACj0B
856,Furniture,,,Semi-Gloss Polish,FALSE,,SF.3.24,SOFA 1 SEATER,60 Cm + 70 Cm + 100 Cm,20,2,https://drive.google.com/uc?export=view&id=1k9AK_Z65zSgUS7RqUQle5whh4beBz9gD
857,Furniture,,,Semi-Gloss Polish,FALSE,,SF.4.24,SAN MATEO ARM CHAIR,65 Cm + 69 Cm + 83 Cm,20,2,https://drive.google.com/uc?export=view&id=1EFDXrzrws3hWhcfrOKqq8My3NF0Uyijm
858,Furniture,,,Semi-Gloss Polish,FALSE,,SF.5.24,AUSTIN SOFA CHAIR JATI,78 Cm + 77 Cm + 88 Cm,20,0,https://drive.google.com/uc?export=view&id=1Cc8k1O3z1J5bvgVqlXDz1m0FAlPRC3rZ
859,Furniture,,,Semi-Gloss Polish,FALSE,,SF.6.24,PEDRO TEAK SOFA,75 Cm + 76 Cm + 88 Cm,20,2,https://drive.google.com/uc?export=view&id=1q5n1RmWLRBmeHoAs-skQdriVwsiEcwLV
860,Furniture,,,Semi-Gloss Polish,FALSE,,SF.7.24,VENEZIA TEAK SOFA,54 Cm + 56 Cm + 73 Cm,20,2,https://drive.google.com/uc?export=view&id=1ZpMVgdhiNrRyyg7rvMzVW9fQEKYf529M
861,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.T.304.25,EAST COFFEE TABLE,80 Cm + 49 Cm + 5 Cm,43,0,https://drive.google.com/uc?export=view&id=1bxXnV6w2NUAI14OlorkwqoFvZIcWBvET
862,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.T.344.25,EAST COFFEE TABLE,83 Cm + 50 Cm + 5 Cm,43,0,https://drive.google.com/uc?export=view&id=1zplCcXbAUFrAogi1aypA5lmmD8kiokcL
863,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.T.288.25,EAST COFFEE TABLE,"84 Cm + 50 Cm + 4,5 Cm",40,1,https://drive.google.com/uc?export=view&id=1o8PfjQm-spQj0rTC41rqGGofZXy6o1TM
864,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.T.296.25,EAST COFFEE TABLE,83 Cm + 50 Cm + 5 Cm,43,0,https://drive.google.com/uc?export=view&id=1yB4-wR37roOwAGgVeHBOZ2ci55m8oHPD
865,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.T.307.25,EAST COFFEE TABLE,81 Cm + 50 Cm + 5 Cm,37,1,https://drive.google.com/uc?export=view&id=1CUUHQUcNKIsgeDWQJC7Nxi3ZIQ20l1c7
866,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.T.297.25,EAST COFFEE TABLE,82 Cm + 50 Cm + 5 Cm,41,1,https://drive.google.com/uc?export=view&id=1HcR4_AjSgKuoynlbCHyoc7s4HiNbNn7f
867,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.T.334.25,EAST COFFEE TABLE,"83 Cm + 52 Cm + 5,5 Cm",42,1,https://drive.google.com/uc?export=view&id=19N9dpiHdea1zMz5Ty00PhVnRqe_RHAb_
868,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.T.324.25,EAST COFFEE TABLE,82 Cm + 50 Cm + 5 Cm,42,1,https://drive.google.com/uc?export=view&id=1RBJmmGzbWB4k_UztzGjYT7lola2D43A0
869,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.T.411.25,EAST COFFEE TABLE,86 Cm + 56 Cm + 5 Cm,44,1,https://drive.google.com/uc?export=view&id=1u3tvo7Z1o-9c6WUB8t28elSXs6zj0E2q
870,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.T.400.25,EAST COFFEE TABLE,88 Cm + 63 Cm + 6 Cm,60,1,https://drive.google.com/uc?export=view&id=10GvMmKycjLtTcn-uZiFA3ha6K-Z5usHq
871,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.T.338.25,EAST COFFEE TABLE,86 Cm + 54 Cm + 4 Cm,39,1,https://drive.google.com/uc?export=view&id=1DW1b8eBbu-AdwA8th4Hzz0_rGpXLZFnU
872,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.T.341.25,EAST COFFEE TABLE,85 Cm + 64 Cm + 6 Cm,56,1,https://drive.google.com/uc?export=view&id=1Qlk7WYXsLUJJZsTsXs8PZO0n-QIMCVZm
873,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.T.408.25,EAST COFFEE TABLE,84 Cm + 53 Cm + 5 Cm,39,1,https://drive.google.com/uc?export=view&id=1H4HxMJHZpErLVs3jTxIBjl9HRqqJQUE6
874,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.T.407.25,EAST COFFEE TABLE,84 Cm + 51 Cm + 5 Cm,39,0,https://drive.google.com/uc?export=view&id=10e5v9a358hGsoU9avZjE4dk5V2shitkh
875,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.T.342.25,EAST COFFEE TABLE,84 Cm + 48 Cm + 5 Cm,38,1,https://drive.google.com/uc?export=view&id=1zmepVVYaH7HtFlTJsXf1xZ15gHP4Cy2S
876,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.T.306.25,EAST COFFEE TABLE,82 Cm + 43 Cm + 5 Cm,48,1,https://drive.google.com/uc?export=view&id=1fJAPPql9dn6vtiM0GchdcBHYZpX1RkUF
877,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.T.325.25,EAST COFFEE TABLE,"81 Cm + 52 Cm + 5,5 Cm",45,0,https://drive.google.com/uc?export=view&id=1ti7SicpEal6VIcfyLFTVgiEbAB3ZA9UG
878,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.T.328.25,EAST COFFEE TABLE,75 Cm + 52 Cm + 5 Cm,41,1,https://drive.google.com/uc?export=view&id=1hl4dSRQcAM2QckQnN6N8L1x75nxfY0rJ
814,Furniture,,,Semi-Gloss Polish,FALSE,,CFTP.T.323.25,EAST COFFEE TABLE,83 Cm + 51 Cm + 6 Cm,42,0,https://drive.google.com/uc?export=view&id=1jg0oKbsuD1oyFaRyEd-JfHkg3X_zExpT
880,Living Room,,,Semi-Gloss Polish,FALSE,,CFTP.T.331.25,EAST COFFEE TABLE,84 Cm + 60 Cm + 6 Cm,55,1,https://drive.google.com/uc?export=view&id=1yLbcFaQaHSh3xcbHadOvQhfmxozMCDB0
881,Furniture,,,Semi-Gloss Polish,FALSE,,BF.3.25,BENCH FPS,360 Cm + 50 Cm + 45 Cm,1003,0,https://drive.google.com/uc?export=view&id=1ZM-XYOXyDHWiT5ICYj1Vdaonyjq9_bnp
882,Furniture,,,Semi-Gloss Polish,FALSE,,SPTP.2.25,RECTA COFFEE TABLE,310 Cm + 120 Cm + 23 Cm,930,0,https://drive.google.com/uc?export=view&id=1irjNvdZLwIv6H3F0uMrzsVus_YwS4sES
883,Furniture,,,Semi-Gloss Polish,FALSE,,PDS.001,PEDESTAL ALAM,24 Cm + 21 Cm + 87 Cm,87,1,https://drive.google.com/uc?export=view&id=1MlTx9137gqj0KJuwOX6ZlS0QpKE5USXs
884,Furniture,,,Semi-Gloss Polish,FALSE,,PDS.002,PEDESTAL ALAM,28 Cm + 18 Cm + 91 Cm,163,1,https://drive.google.com/uc?export=view&id=1egbQQRVPp6kJkiKeRZQQzhuPSRduoNgi
885,Furniture,,,Semi-Gloss Polish,FALSE,,PDS.003,PEDESTAL ALAM,27 Cm + 23 Cm + 92 Cm,174,1,https://drive.google.com/uc?export=view&id=1LWtac-VBVXFgCWHzXrLC9RPh0BLdkaby
886,Furniture,,,Semi-Gloss Polish,FALSE,,PDS.004,PEDESTAL ALAM,32 Cm + 28 Cm + 90 Cm,190,1,https://drive.google.com/uc?export=view&id=11LhUlTmxKEwgs9Ycal_GHj9KWG2_2LW2
887,Furniture,,,Semi-Gloss Polish,FALSE,,PDS.005,PEDESTAL ALAM,40 Cm + 37 Cm + 86 Cm,235,-1,https://drive.google.com/uc?export=view&id=1ckcb6aHXoSV52WFMCqP-zatt7GsVcTAH
888,Furniture,,,Semi-Gloss Polish,FALSE,,PDS.006,PEDESTAL ALAM,39 Cm + 30 Cm + 101 Cm,336,0,https://drive.google.com/uc?export=view&id=1X6-UIuO0149Vw0Um7WHsgqwxeyf5MkV2
889,Furniture,,,Semi-Gloss Polish,FALSE,,PDS.007,PEDESTAL ALAM,33 Cm + 21 Cm + 72 Cm,85,0,https://drive.google.com/uc?export=view&id=1ejBrdZz-6zJiNbxDIFSZ5Gd4Fw8W4Cnh
890,Furniture,,,Semi-Gloss Polish,FALSE,,ASP.6.24,PEDESTAL ALAM,30 Cm + 24 Cm + 139 Cm,167,0,https://drive.google.com/uc?export=view&id=11PEVUyEwOh07oDU0aouqpJOwh2X3AbAb
891,Furniture,,,Semi-Gloss Polish,FALSE,,ASP.7.24,PEDESTAL ALAM,34 Cm + 21 Cm + 139 Cm,193,1,https://drive.google.com/uc?export=view&id=1Jolv8yUcZBmYLAPiHrAJtOVIfsy3dF2o
892,Living Room,,,Semi-Gloss Polish,FALSE,,SPTP.44.25,RECTA COFFEE TABLE,250 Cm + 75 Cm + 6 Cm,220,1,https://drive.google.com/uc?export=view&id=1tLxv9DTGC7DzDT88ynsSbrTLRIyApBI_
893,Living Room,,,Semi-Gloss Polish,FALSE,,SPTP.45.25,RECTA COFFEE TABLE,250 Cm + 74 Cm + 6 Cm,209,1,https://drive.google.com/uc?export=view&id=1KWcG2aL4jbAfWeQzUmU2w-oc2kx7rnuM
894,Dining Room,,,Semi-Gloss Polish,FALSE,,SPTPN.005,DINING TABLE JOINT WITH BRASS,240 Cm + 110 Cm + 5 Cm,200,1,https://drive.google.com/uc?export=view&id=1vKkR4g7rn4oDSkO4a36PO9T9Qn4M22iG
895,Furniture,,,Semi-Gloss Polish,FALSE,,BBRN.008,BAR STOOL (PO),43 Cm + 43 Cm + 72 Cm,14,0,https://drive.google.com/uc?export=view&id=1Z3gGtBUTnUYDUPHPJe0xh_lyuf2TLWe8
896,Furniture,,,Semi-Gloss Polish,FALSE,,BBRN.009,BAR STOOL (PO),43 Cm + 43 Cm + 72 Cm,14,0,https://drive.google.com/uc?export=view&id=1kakfQgtkdVoJ9mfvf2DzKBNgwazOW91P
897,Furniture,,,Semi-Gloss Polish,FALSE,,BBRN.010,BAR STOOL (PO),43 Cm + 43 Cm + 72 Cm,14,0,https://drive.google.com/uc?export=view&id=1yYGJZkKXoKc8sxnO_xoknrAekqS1MIK0
898,Living Room,,,Semi-Gloss Polish,FALSE,,SPFP (PO),RECTA COFFEE TABLE (PO),165 Cm + 50 Cm + 6 Cm,158,1,https://drive.google.com/uc?export=view&id=1AiJnt6CsSjevxsvxiXkC0L-NGi6Uj-Rm
899,Furniture,,,Semi-Gloss Polish,FALSE,,SPTP.1.25,RECTA COFFEE TABLE,311 Cm + 122 Cm + 43 Cm,963,1,https://drive.google.com/uc?export=view&id=1bX1pBWPYEqNrifpaJKX0edYflV9WJM0p
900,Furniture,,,Semi-Gloss Polish,FALSE,,CFTPN.125,SLICE COFFEE TABLE,73 Cm + 60 Cm + 5 Cm,35,0,https://drive.google.com/uc?export=view&id=1wS3jx0YHWvl0TR-QEawqR1O90covwy_a
901,Furniture,,,Semi-Gloss Polish,FALSE,,SF.8.25,SOFA 3 SEAT GRAY,230 Cm + 90 Cm + 79 Cm,50,0,https://drive.google.com/uc?export=view&id=1a8qvOEy3dWr-ssFkxqwuOPfQMXGrUrxz
902,Furniture,,,Semi-Gloss Polish,FALSE,,SLDC.010,BIG SLAB DECO,84 Cm + 81 Cm + 185 Cm,342,0,https://drive.google.com/uc?export=view&id=1hR2Fo9yL0XL5FLCrrcD6Scl8ZYL8MNuQ
903,Furniture,,,Semi-Gloss Polish,FALSE,,SLDC.011,BIG SLAB DECO,85 Cm + 82 Cm + 183 Cm,383,0,https://drive.google.com/uc?export=view&id=1DgCwlh2PBgSl3sw5Krz7AePY1FaTmcXU
904,Furniture,,,Semi-Gloss Polish,FALSE,,SLDC.012,BIG SLAB DECO,98 Cm + 81 Cm + 180 Cm,459,0,https://drive.google.com/uc?export=view&id=1GlqXTyYlqNV09l9FeV9YYTgVwJQyzMnZ
905,Furniture,,,Semi-Gloss Polish,FALSE,,SLDC.013,BIG SLAB DECO,67 Cm + 67 Cm + 170 Cm,267,1,https://drive.google.com/uc?export=view&id=1SfpF3AXj1yO2nTALR-IbHaYx2V1uzh3I
906,Furniture,,,Semi-Gloss Polish,FALSE,,SLDC.014,BIG SLAB DECO,67 Cm + 67 Cm + 170 Cm,261,1,https://drive.google.com/uc?export=view&id=1M87n-pU2NhFUvL3RKWbnLZR_I9Vf3lc8
907,Furniture,,,Semi-Gloss Polish,FALSE,,SLDC.015,BIG SLAB DECO,67 Cm + 67 Cm + 170 Cm,323,1,https://drive.google.com/uc?export=view&id=13l2W2GOcKXNJOTreuvaECcrTlAw1TcY3
908,Furniture,,,Semi-Gloss Polish,FALSE,,OS.3.25,STOOL OCASSIONAL,68 Cm + 48 Cm + 47 Cm,287,0,https://drive.google.com/uc?export=view&id=174T6GEubJtYruQFa9G5yESetJVWwmwXq
909,Furniture,,,Semi-Gloss Polish,FALSE,,BP.3.25,BENCH,275 Cm + 70 Cm + 15 Cm,595,0,https://drive.google.com/uc?export=view&id=1_xqqyfWzzrYN7eYVlN3iq-2KjNXT8z10
910,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.638.25,STOOL FULL POLISH,39 Cm + 34 Cm + 45 Cm,90,0,https://drive.google.com/uc?export=view&id=1AAxWKruMBbV-UtpT9XrrSu0gZpu31F6r
911,Furniture,,,Semi-Gloss Polish,FALSE,,BTP.119.25,STOOL PALM,44 Cm + 39 Cm + 42 Cm,98,0,https://drive.google.com/uc?export=view&id=1CgRda7sfSmy7YatpPu9DD9G0faXCem40
912,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.597.25,STOOL FULL POLISH,35 Cm + 27 Cm + 45 Cm,77,0,https://drive.google.com/uc?export=view&id=1Wi5VOk61-c8xD5q0vcqJelXpei3tN4ub
913,Furniture,,,Semi-Gloss Polish,FALSE,,BTP.117.25,STOOL PALM,32 Cm + 25 Cm + 45 Cm,83,0,https://drive.google.com/uc?export=view&id=1vAwh4cvYIMfCLYS1DXVWRleaS6uWAruP
914,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.607.25,STOOL FULL POLISH,38 Cm + 32 Cm + 45 Cm,89,0,https://drive.google.com/uc?export=view&id=1lQuszVNh-YJZRk2gB-rgg4iZkenNwKI2
915,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.610.25,STOOL FULL POLISH,33 Cm + 31 Cm + 40 Cm,85,0,https://drive.google.com/uc?export=view&id=18cttSzAC6EChtMdDRwGzTiU77pDieZfC
916,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.608.25,STOOL FULL POLISH,33 Cm + 30 Cm + 40 Cm,79,0,https://drive.google.com/uc?export=view&id=1fth4Q6O1vv1JSQ63RZxaq8Jz-aABe8ab
917,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.609.25,STOOL FULL POLISH,34 Cm + 30 Cm + 40 Cm,79,0,https://drive.google.com/uc?export=view&id=1d-SkDSUZO1JDMqSK5xn66cggrjVUIWJQ
918,Furniture,,,Semi-Gloss Polish,FALSE,,BTP.118.25,STOOL PALM,44 Cm + 32 Cm + 40 Cm,92,0,https://drive.google.com/uc?export=view&id=1SpvOh7roInZGFN3cbUKE3SBHApBRs1lZ
919,Furniture,,,Semi-Gloss Polish,FALSE,,BTP.95.25,STOOL PALM,40 Cm + 25 Cm + 40 Cm,52,0,https://drive.google.com/uc?export=view&id=1QyjjYHvSWgN1zSnSNmytHdzPcVU2cfdD
920,Furniture,,,Semi-Gloss Polish,FALSE,,BTP.96.25,STOOL PALM,46 Cm + 32 Cm + 40 Cm,86,0,https://drive.google.com/uc?export=view&id=1ias6zEbfoPnvynk15mhyxtJvYlgVdH2N
921,Furniture,,,Semi-Gloss Polish,FALSE,,BTP.97.25,STOOL PALM,46 Cm + 37 Cm + 41 Cm,99,0,https://drive.google.com/uc?export=view&id=1KkkJCDAkHZ7ZpUuAfvFMj3m7mSdvmP2S
922,Furniture,,,Semi-Gloss Polish,FALSE,,BTP.98.25,STOOL PALM,38 Cm + 31 Cm + 37 Cm,60,0,https://drive.google.com/uc?export=view&id=1wC8iCQp53Vj24xybMZq7fW-4NErIUUeL
923,Bathub,,,Semi-Gloss Polish,FALSE,,WST.T.6.25,PEDESTAL SINK,53 Cm + 39 Cm + 90 Cm,246,0,https://drive.google.com/uc?export=view&id=1V0i6dWJLsO1xT2dkjb29acFvkeUc7RBS
924,Bathub,,,Semi-Gloss Polish,FALSE,,WST.T.7.25,PEDESTAL SINK,53 Cm + 39 Cm + 90 Cm,279,0,https://drive.google.com/uc?export=view&id=1nADk3VmK8cyopzaTJgXfL6n51arUaTz5
925,Bathub,,,Semi-Gloss Polish,FALSE,,WST.T.8.25,PEDESTAL SINK,44 Cm + 38 Cm + 91 Cm,286,0,https://drive.google.com/uc?export=view&id=1qvpOmvzt9mf1y2LwZ9VIa9nlLgJK6pe2
926,Bathub,,,Semi-Gloss Polish,FALSE,,WST.TP.12.25,SINK PALM,44 Cm + 43 Cm + 15 Cm,32,0,https://drive.google.com/uc?export=view&id=1ocW8GUfCihA7ciP8UNG06ICC2wlg-BW4
927,Bathub,,,Semi-Gloss Polish,FALSE,,WST.TP.10.25,SINK PALM,50 Cm + 44 Cm + 20 Cm,31,0,https://drive.google.com/uc?export=view&id=1dRmwLm_uxUukTyehtP2ylTq_fEDlid2Z
928,Bathub,,,Semi-Gloss Polish,FALSE,,WST.TP.11.25,SINK PALM,45 Cm + 44 Cm + 15 Cm,29,0,https://drive.google.com/uc?export=view&id=1QvVRSQYSxirahReORloT6srSViEekGlD
929,Bathub,,,Semi-Gloss Polish,FALSE,,WST.A.3.25,SINK IREGULLAR,52 Cm + 41 Cm + 13 Cm,37,0,https://drive.google.com/uc?export=view&id=1zZt6kQNF4DGF3Lv_GgzbrxIEiez50m2K
930,Bathub,,,Semi-Gloss Polish,FALSE,,WST.TP.13.25,SINK PALM,53 Cm + 43 Cm + 15 Cm,33,0,https://drive.google.com/uc?export=view&id=19acaxBJqfkPMvRrssP3TqbLA5e1j9_wf
931,Bathub,,,Semi-Gloss Polish,FALSE,,WST.A.4.25,SINK IRREGULLAR,56 Cm + 34 Cm + 13 Cm,36,1,https://drive.google.com/uc?export=view&id=1h9cc07mYzRznElhb1FqjuYspDv25j-NC
932,Bathub,,,Semi-Gloss Polish,FALSE,,WST.A.1.25,SINK IREGULLAR,71 Cm + 36 Cm + 15 Cm,50,0,https://drive.google.com/uc?export=view&id=1x2a0Z9BQz8GLj04l30TlZvl9UNM-LVmQ
933,Bathub,,,Semi-Gloss Polish,FALSE,,WST.A.6.25,SINK IRREGULLAR,52 Cm + 39 Cm + 14 Cm,32,1,https://drive.google.com/uc?export=view&id=1Un1nB5htczG-TkNk6x-LWUU3FPuNj_Ul
934,Bathub,,,Semi-Gloss Polish,FALSE,,WST.A.5.25,SINK IRREGULLAR,58 Cm + 37 Cm + 13 Cm,29,1,https://drive.google.com/uc?export=view&id=1do6c1IUBLQs31R41F6b-1Lqd-WUrKIYH
935,Bathub,,,Semi-Gloss Polish,FALSE,,WST.A.2.25,SINK IRREGULLAR,66 Cm + 33 Cm + 13 Cm,40,1,https://drive.google.com/uc?export=view&id=1Ewytw7dsrsIQ4WtMOkHWE1Vil5aKJBf_
936,Bathub,,,Semi-Gloss Polish,FALSE,,WST.A.8.25,SINK IREGULLAR,70 Cm + 40 Cm + 20 Cm,37,0,https://drive.google.com/uc?export=view&id=18er3lbwJM0Dy7l6aicteu-w_1sY8Nnm6
937,Bathub,,,Semi-Gloss Polish,FALSE,,WST.A.7.25,SINK IRREGULLAR,51 Cm + 44 Cm + 14 Cm,28,1,https://drive.google.com/uc?export=view&id=14ZsKxAM4ewLVLBwaN0VcKlPSjAhiRJom
938,Bathub,,,Semi-Gloss Polish,FALSE,,10.25,SINK,54 Cm + 50 Cm + 16 Cm,44,1,https://drive.google.com/uc?export=view&id=1ZAiJ7RgzldSyk-jw3Xz2S3-2rCx8zL5v
939,Bathub,,,Semi-Gloss Polish,FALSE,,WST.10.25,SINK,57 Cm + 40 Cm + 15 Cm,40,0,https://drive.google.com/uc?export=view&id=1XNl-CR6XKcsz23yXzhXoaCQgMeRL8bHP
940,Bathub,,,Semi-Gloss Polish,FALSE,,WST.T.9.25,PEDESTAL SINK,52 Cm + 43 Cm + 91 Cm,323,0,https://drive.google.com/uc?export=view&id=1fVdAanJt_YJ_XcFaUdw5Np-V703uHu4z
941,Furniture,,,Semi-Gloss Polish,FALSE,,BKS.30.24,BACKREST,63 Cm + 63 Cm + 72 Cm,318,1,https://drive.google.com/uc?export=view&id=1Pz1TyNTxzb5eH80IT1LE5tPvnkHpzyxL
942,Furniture,,,Semi-Gloss Polish,FALSE,,BKS.11.24,BACKREST,62 Cm + 62 Cm + 72 Cm,326,0,https://drive.google.com/uc?export=view&id=1ys-iIVSCjbblAvKFqRItg0am3FJqUiCE
943,Furniture,,,Semi-Gloss Polish,FALSE,,BKS.9.24,BACKREST,62 Cm + 62 Cm + 72 Cm,315,0,https://drive.google.com/uc?export=view&id=13t_eDWUGUf9qt6Jp_s-PbnfFMFzegTvo
944,Furniture,,,Semi-Gloss Polish,FALSE,,BKS.22.24,PW BACKREST,62 Cm + 62 Cm + 72 Cm,316,0,https://drive.google.com/uc?export=view&id=1356Kwey-KzUY9U8L9i273EQAIpEW7SG0
945,Bathub,,,Semi-Gloss Polish,FALSE,,WST.T.10.25,PEDESTAL SINK,55 Cm + 37 Cm + 90 Cm,264,0,https://drive.google.com/uc?export=view&id=1HfIfnTVFQzYBXyABtcBAO__fOuZersAJ
946,Furniture,,,Semi-Gloss Polish,FALSE,,TR.005,TREE,85 Cm + 55 Cm + 310 Cm,,0,https://drive.google.com/uc?export=view&id=1GKV8Kcf_oPxlPa-t34fV1aNutLcCnCNu
947,Furniture,,,Semi-Gloss Polish,FALSE,,TR.006,TREE,70 Cm + 56 Cm + 260 Cm,,0,https://drive.google.com/uc?export=view&id=1x8ULfnefRQN85ER_OmjliI46abJZZghY
948,Furniture,,,Semi-Gloss Polish,FALSE,,TR.007,TREE,97 Cm + 62 Cm + 260 Cm,3746,0,https://drive.google.com/uc?export=view&id=1QPo4quFXzPhh06JeQFyyH54EfVaOxme_
949,Furniture,,,Semi-Gloss Polish,FALSE,,PJB10.18,STOOL TOP POLISH,44 Cm + 35 Cm + 45 Cm,116,0,https://drive.google.com/uc?export=view&id=1XSbur_58uGMjs_81M5vxplDlcbXCoBBe
950,Furniture,,,Semi-Gloss Polish,FALSE,,PJB10.17,STOOL TOP POLISH,43 Cm + 36 Cm + 51 Cm,123,0,https://drive.google.com/uc?export=view&id=1oWzcwwWDENE7ISmO-q_u1R0IsfHfaw-A
951,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.1187.23,STOOL FULL POLISH,39 Cm + 28 Cm + 40 Cm,77,0,https://drive.google.com/uc?export=view&id=1r2N_tjyiZPrRAJ4B6HwGSsGwhAJgS26u
952,Furniture,,,Semi-Gloss Polish,FALSE,,PJB6.012,STOOL FULL POLISH,35 Cm + 35 Cm + 50 Cm,91,0,https://drive.google.com/uc?export=view&id=1zUDrIhD7UbbVBkFVYnEeOwVIte6RUXmq
953,Furniture,,,Semi-Gloss Polish,FALSE,,BFP.843.23,STOOL FULL POLISH,33 Cm + 33 Cm + 50 Cm,113,0,https://drive.google.com/uc?export=view&id=1NGOu-p-2e7jlEg2jodLk-sCD9EXvNluo
